timestamp,open,high,low,close,volume
2025-11-27 04:30:00,90386.56,90600.0,90341.04,90512.61,166.32528
2025-11-27 04:45:00,90512.62,90514.58,90335.46,90337.44,146.32697
2025-11-27 05:00:00,90337.43,90453.19,90312.25,90417.22,70.41011
2025-11-27 05:15:00,90417.22,90575.95,90408.51,90484.02,185.84768
2025-11-27 05:30:00,90484.01,90554.49,90116.33,90179.01,350.72252
2025-11-27 05:45:00,90179.01,90268.01,90089.91,90218.01,211.82254
2025-11-27 06:00:00,90218.01,90394.97,90216.89,90361.67,121.9804
2025-11-27 06:15:00,90361.68,90597.32,90352.0,90485.85,179.03813
2025-11-27 06:30:00,90485.85,90931.0,90385.5,90688.06,397.28471
2025-11-27 06:45:00,90688.07,90818.0,90604.05,90719.2,243.22323
2025-11-27 07:00:00,90719.19,90736.54,90600.0,90706.52,86.33506
2025-11-27 07:15:00,90706.51,91236.0,90639.73,91145.78,396.49688
2025-11-27 07:30:00,91145.78,91213.68,90879.76,91029.89,269.17518
2025-11-27 07:45:00,91029.89,91480.0,91002.98,91480.0,648.08964
2025-11-27 08:00:00,91480.0,91887.0,91365.84,91823.4,879.09856
2025-11-27 08:15:00,91823.39,91950.0,91333.75,91389.21,1145.45832
2025-11-27 08:30:00,91389.73,91615.6,91309.81,91361.97,208.52723
2025-11-27 08:45:00,91361.96,91599.0,91312.63,91334.53,194.70559
2025-11-27 09:00:00,91334.53,91334.53,91088.76,91161.98,261.64568
2025-11-27 09:15:00,91161.99,91221.7,91044.14,91091.68,150.21364
2025-11-27 09:30:00,91091.68,91353.85,91057.77,91289.98,135.23762
2025-11-27 09:45:00,91289.99,91346.69,91119.3,91125.69,141.59602
2025-11-27 10:00:00,91125.7,91300.0,91075.0,91156.08,136.83872
2025-11-27 10:15:00,91156.08,91313.71,91156.07,91277.06,95.54821
2025-11-27 10:30:00,91277.06,91333.0,91154.0,91298.36,90.02172
2025-11-27 10:45:00,91298.36,91554.49,91241.62,91489.02,197.69546
2025-11-27 11:00:00,91489.02,91489.02,90889.11,90966.46,258.82739
2025-11-27 11:15:00,90966.45,91092.51,90921.85,90967.54,177.96852
2025-11-27 11:30:00,90967.53,91300.05,90967.53,91287.72,279.38731
2025-11-27 11:45:00,91287.72,91413.45,91215.01,91382.0,131.29309
2025-11-27 12:00:00,91382.0,91445.3,91280.0,91335.31,99.71362
2025-11-27 12:15:00,91335.32,91375.32,91195.79,91244.58,89.86933
2025-11-27 12:30:00,91244.59,91327.98,91135.88,91283.17,92.2903
2025-11-27 12:45:00,91283.16,91467.77,91241.45,91442.95,118.68897
2025-11-27 13:00:00,91442.95,91455.36,91350.0,91364.63,194.29158
2025-11-27 13:15:00,91364.63,91496.63,91327.46,91408.34,204.51563
2025-11-27 13:30:00,91408.34,91511.83,91221.17,91248.82,180.19857
2025-11-27 13:45:00,91248.83,91396.0,91248.82,91368.81,101.10698
2025-11-27 14:00:00,91368.8,91449.7,91284.86,91387.99,141.42674
2025-11-27 14:15:00,91388.0,91520.24,91371.55,91492.02,203.64271
2025-11-27 14:30:00,91492.01,91537.98,91475.39,91511.01,125.88351
2025-11-27 14:45:00,91511.0,91769.09,91511.0,91601.53,344.61009
2025-11-27 15:00:00,91601.53,91940.18,91601.53,91803.6,244.50798
2025-11-27 15:15:00,91803.6,91803.61,91540.0,91561.67,160.30674
2025-11-27 15:30:00,91561.67,91700.0,91545.99,91593.13,116.12044
2025-11-27 15:45:00,91593.13,91747.29,91593.11,91650.57,93.65721
2025-11-27 16:00:00,91650.57,91664.34,91347.02,91598.64,198.0409
2025-11-27 16:15:00,91598.64,91671.37,91492.01,91613.51,118.1866
2025-11-27 16:30:00,91613.52,91619.36,91500.0,91528.09,63.82547
2025-11-27 16:45:00,91528.1,91563.44,91361.38,91361.39,116.62086
2025-11-27 17:00:00,91361.39,91478.17,91307.69,91469.76,74.72265
2025-11-27 17:15:00,91469.77,91477.13,91362.23,91371.88,71.13396
2025-11-27 17:30:00,91371.87,91457.36,91307.63,91406.75,81.78954
2025-11-27 17:45:00,91406.76,91432.01,91190.0,91277.32,154.91463
2025-11-27 18:00:00,91277.33,91363.13,91100.0,91108.61,119.68226
2025-11-27 18:15:00,91108.62,91209.66,90950.0,90986.56,284.95596
2025-11-27 18:30:00,90986.56,91075.99,90750.0,90816.98,263.10715
2025-11-27 18:45:00,90817.03,90881.38,90438.43,90715.05,522.28023
2025-11-27 19:00:00,90715.05,90882.24,90494.71,90822.96,338.60271
2025-11-27 19:15:00,90822.96,91040.0,90702.37,90852.78,220.12251
2025-11-27 19:30:00,90852.79,90903.56,90768.48,90836.65,109.22476
2025-11-27 19:45:00,90836.66,90978.49,90623.03,90951.57,139.11676
2025-11-27 20:00:00,90951.56,90972.63,90579.77,90740.98,195.03173
2025-11-27 20:15:00,90740.98,90842.0,90632.22,90789.68,96.44401
2025-11-27 20:30:00,90789.68,90964.11,90629.98,90692.7,118.67687
2025-11-27 20:45:00,90692.7,90969.03,90692.69,90931.97,86.15293
2025-11-27 21:00:00,90931.97,90987.75,90775.37,90885.58,104.01069
2025-11-27 21:15:00,90885.59,90988.0,90850.0,90958.3,87.39727
2025-11-27 21:30:00,90958.29,91270.0,90850.77,91232.39,206.69972
2025-11-27 21:45:00,91232.39,91381.07,91113.6,91206.69,218.84717
2025-11-27 22:00:00,91206.7,91562.0,91176.06,91300.01,225.49516
2025-11-27 22:15:00,91300.0,91486.28,91232.38,91467.13,127.37499
2025-11-27 22:30:00,91467.12,91539.99,91363.57,91470.69,118.219
2025-11-27 22:45:00,91470.69,91635.79,91347.21,91370.76,256.19655
2025-11-27 23:00:00,91370.75,91537.06,91299.06,91447.14,233.80914
2025-11-27 23:15:00,91447.15,91516.0,91386.77,91479.3,96.11406
2025-11-27 23:30:00,91479.3,91500.0,91390.54,91423.68,90.32605
2025-11-27 23:45:00,91423.68,91502.0,91347.21,91420.68,80.05178
2025-11-28 00:00:00,91420.69,91800.0,91375.99,91760.31,138.46116
2025-11-28 00:15:00,91760.3,91843.59,91690.64,91791.99,124.24282
2025-11-28 00:30:00,91791.99,91791.99,91556.5,91629.07,127.61151
2025-11-28 00:45:00,91629.08,91683.84,91560.27,91620.13,86.36598
2025-11-28 01:00:00,91620.13,91730.76,91506.94,91712.79,84.48314
2025-11-28 01:15:00,91712.8,91719.59,91516.0,91528.21,65.31723
2025-11-28 01:30:00,91528.22,91573.17,91461.53,91493.56,90.04964
2025-11-28 01:45:00,91493.55,91493.56,91400.0,91429.56,67.46107
2025-11-28 02:00:00,91429.56,91596.76,91400.0,91459.99,47.98762
2025-11-28 02:15:00,91460.0,91511.88,91402.08,91433.17,53.78068
2025-11-28 02:30:00,91433.18,91433.18,91217.17,91423.84,87.73475
2025-11-28 02:45:00,91423.84,91553.54,91387.49,91528.5,62.49003
2025-11-28 03:00:00,91528.51,91600.0,91493.56,91539.99,61.12222
2025-11-28 03:15:00,91540.0,91578.82,91392.0,91416.99,60.73451
2025-11-28 03:30:00,91416.99,91479.59,91341.61,91479.59,58.93945
2025-11-28 03:45:00,91479.59,91590.0,91466.66,91569.77,43.46536
2025-11-28 04:00:00,91570.49,91587.84,91232.38,91232.39,81.51758
2025-11-28 04:15:00,91232.38,91397.6,91114.52,91317.65,105.98115
2025-11-28 04:30:00,91317.66,91519.08,91314.64,91510.0,70.8267
2025-11-28 04:45:00,91510.01,91566.0,91351.3,91386.48,49.6524
2025-11-28 05:00:00,91386.47,91396.69,91213.79,91392.69,60.93802
2025-11-28 05:15:00,91392.7,91396.57,91271.74,91333.95,88.11046
2025-11-28 05:30:00,91333.94,91359.32,91129.98,91157.57,207.35613
2025-11-28 05:45:00,91157.58,91295.99,91072.3,91232.01,107.92816
2025-11-28 06:00:00,91232.01,91417.99,91205.35,91228.86,47.11688
2025-11-28 06:15:00,91228.87,91263.92,91142.54,91207.34,43.31715
2025-11-28 06:30:00,91207.34,91209.82,90876.92,90884.81,134.50246
2025-11-28 06:45:00,90884.82,91013.93,90810.41,90945.0,129.36312
2025-11-28 07:00:00,90945.0,91070.02,90817.09,91037.25,142.29108
2025-11-28 07:15:00,91037.26,91068.78,90800.3,90804.56,89.5427
2025-11-28 07:30:00,90804.56,90900.0,90745.9,90898.0,179.71701
2025-11-28 07:45:00,90898.01,90981.39,90690.1,90690.1,183.07634
2025-11-28 08:00:00,90690.11,90850.93,90652.55,90822.15,152.4748
2025-11-28 08:15:00,90822.14,91135.69,90822.14,91083.08,150.43133
2025-11-28 08:30:00,91083.08,91165.64,91000.88,91104.99,107.67996
2025-11-28 08:45:00,91104.99,91240.0,91047.49,91212.38,131.09036
2025-11-28 09:00:00,91212.38,91306.63,91120.0,91135.94,69.07954
2025-11-28 09:15:00,91135.94,91233.78,91124.51,91208.85,55.08691
2025-11-28 09:30:00,91208.85,91400.0,91130.0,91363.82,85.09065
2025-11-28 09:45:00,91363.83,91435.51,91305.22,91411.87,51.91898
2025-11-28 10:00:00,91411.88,91486.29,91368.72,91455.44,81.35632
2025-11-28 10:15:00,91455.44,91486.29,91414.96,91424.02,68.55287
2025-11-28 10:30:00,91424.02,91568.59,91304.28,91501.4,118.26061
2025-11-28 10:45:00,91501.41,91569.86,91435.5,91523.36,84.19449
2025-11-28 11:00:00,91523.37,91600.0,91464.93,91571.01,78.02802
2025-11-28 11:15:00,91571.0,91707.79,91553.73,91612.09,163.91334
2025-11-28 11:30:00,91612.09,91612.09,91386.46,91396.29,102.56732
2025-11-28 11:45:00,91396.29,91439.92,91301.33,91303.25,96.56764
2025-11-28 12:00:00,91303.25,91450.0,91156.24,91408.48,178.24458
2025-11-28 12:15:00,91408.49,91431.86,91300.69,91300.69,64.44255
2025-11-28 12:30:00,91300.69,91424.0,91300.0,91400.96,32.19631
2025-11-28 12:45:00,91400.96,91568.98,91378.07,91481.34,113.2602
2025-11-28 13:00:00,91481.35,91481.35,91066.9,91066.9,261.31213
2025-11-28 13:15:00,91066.9,91097.05,90867.43,90910.87,294.01776
2025-11-28 13:30:00,90910.87,91241.26,90907.98,91125.77,187.2272
2025-11-28 13:45:00,91125.77,91241.26,91107.36,91148.1,135.9574
2025-11-28 14:00:00,91148.1,91279.36,91015.11,91131.42,108.22916
2025-11-28 14:15:00,91131.42,91717.0,91101.21,91690.0,468.04983
2025-11-28 14:30:00,91689.99,91850.0,91518.42,91673.99,219.73953
2025-11-28 14:45:00,91674.0,91693.92,91515.12,91630.79,141.26484
2025-11-28 15:00:00,91630.8,91638.62,91439.34,91479.51,122.4605
2025-11-28 15:15:00,91479.51,91600.0,91479.5,91599.99,95.31123
2025-11-28 15:30:00,91600.0,91600.0,91480.28,91530.07,73.38059
2025-11-28 15:45:00,91530.07,91638.62,91486.97,91568.16,155.97369
2025-11-28 16:00:00,91568.16,91666.89,91531.95,91627.0,127.73957
2025-11-28 16:15:00,91627.0,91874.86,91587.83,91850.49,429.38832
2025-11-28 16:30:00,91850.49,92030.0,91371.56,91372.75,452.1193
2025-11-28 16:45:00,91372.75,91372.76,91065.13,91283.17,248.63274
2025-11-28 17:00:00,91283.16,91361.38,91211.37,91296.86,99.8598
2025-11-28 17:15:00,91296.86,91477.05,91296.85,91437.64,109.98627
2025-11-28 17:30:00,91437.64,91608.56,91406.7,91519.7,136.54925
2025-11-28 17:45:00,91519.7,91613.78,91412.49,91558.33,70.64097
2025-11-28 18:00:00,91558.33,91692.3,91458.92,91480.34,103.91562
2025-11-28 18:15:00,91480.34,91521.67,91405.69,91513.4,49.21039
2025-11-28 18:30:00,91513.4,91633.69,91380.94,91491.84,126.18607
2025-11-28 18:45:00,91491.83,91600.0,91435.5,91552.24,74.31525
2025-11-28 19:00:00,91552.25,91933.51,91488.75,91840.0,247.20301
2025-11-28 19:15:00,91840.0,92635.0,91839.99,92377.01,783.6505
2025-11-28 19:30:00,92377.0,92526.99,92205.46,92354.23,497.07235
2025-11-28 19:45:00,92354.22,92984.3,92330.0,92964.17,489.28255
2025-11-28 20:00:00,92964.18,93092.0,91967.44,92010.5,864.09884
2025-11-28 20:15:00,92010.49,92316.91,91818.35,92250.01,486.9747
2025-11-28 20:30:00,92250.0,92419.28,91976.59,92280.01,298.00206
2025-11-28 20:45:00,92280.01,92729.62,92278.15,92668.55,300.25555
2025-11-28 21:00:00,92668.54,92796.0,92503.74,92528.01,252.83269
2025-11-28 21:15:00,92528.01,92548.67,92292.11,92362.49,266.4232
2025-11-28 21:30:00,92362.5,92376.0,91835.62,91883.29,344.7057
2025-11-28 21:45:00,91884.19,92029.72,91111.0,91186.21,436.13712
2025-11-28 22:00:00,91186.21,91578.01,90961.52,91578.01,322.50788
2025-11-28 22:15:00,91578.0,91611.82,90880.0,90936.23,283.41591
2025-11-28 22:30:00,90936.24,91208.43,90831.49,90926.33,301.12829
2025-11-28 22:45:00,90926.32,90926.32,90386.47,90480.01,1430.28745
2025-11-28 23:00:00,90480.01,90600.22,90180.63,90251.9,1167.06779
2025-11-28 23:15:00,90251.89,90818.26,90251.89,90663.98,470.21027
2025-11-28 23:30:00,90661.57,90907.33,90421.88,90893.68,395.31767
2025-11-28 23:45:00,90893.68,90897.2,90600.0,90791.91,110.11071
2025-11-29 00:00:00,90791.92,90879.99,90670.04,90812.89,71.57778
2025-11-29 00:15:00,90812.89,90958.57,90690.6,90830.57,86.11039
2025-11-29 00:30:00,90830.57,90985.67,90821.6,90985.67,59.35252
2025-11-29 00:45:00,90985.67,91168.41,90900.77,91091.35,146.67865
2025-11-29 01:00:00,91091.34,91202.55,91000.0,91125.26,70.11089
2025-11-29 01:15:00,91125.27,91191.96,91053.96,91157.44,84.47761
2025-11-29 01:30:00,91157.44,91157.45,90867.89,91028.63,72.24053
2025-11-29 01:45:00,91028.63,91195.34,90944.9,91156.76,107.49949
2025-11-29 02:00:00,91156.76,91225.45,91072.17,91124.18,68.88311
2025-11-29 02:15:00,91124.17,91201.31,91050.0,91201.1,61.73273
2025-11-29 02:30:00,91201.09,91247.16,91135.41,91149.46,52.22716
2025-11-29 02:45:00,91149.46,91170.07,91018.94,91137.27,72.60146
2025-11-29 03:00:00,91137.27,91239.68,91097.99,91239.68,33.34191
2025-11-29 03:15:00,91239.68,91239.68,90888.0,90888.01,65.78921
2025-11-29 03:30:00,90888.01,91028.87,90760.0,90820.01,104.90668
2025-11-29 03:45:00,90820.0,90956.0,90705.57,90871.7,68.83952
2025-11-29 04:00:00,90871.7,91030.05,90871.7,91009.74,51.42621
2025-11-29 04:15:00,91009.75,91159.89,91009.74,91122.0,50.88414
2025-11-29 04:30:00,91122.0,91195.68,91012.39,91113.34,65.61761
2025-11-29 04:45:00,91113.34,91124.29,90982.16,90982.16,31.54073
2025-11-29 05:00:00,90982.17,91040.0,90923.85,91000.0,39.90725
2025-11-29 05:15:00,91000.0,91000.01,90890.7,90890.7,78.31508
2025-11-29 05:30:00,90890.71,90964.0,90863.53,90869.0,49.97358
2025-11-29 05:45:00,90869.01,90949.98,90768.13,90895.99,59.45966
2025-11-29 06:00:00,90895.99,90968.0,90821.22,90941.7,41.31316
2025-11-29 06:15:00,90941.69,90943.05,90842.28,90884.01,36.09402
2025-11-29 06:30:00,90884.01,91043.99,90854.46,91042.64,48.73928
2025-11-29 06:45:00,91042.63,91119.99,90946.45,90964.42,44.93504
2025-11-29 07:00:00,90964.42,90964.43,90797.36,90854.92,46.62072
2025-11-29 07:15:00,90854.91,90913.2,90803.84,90881.2,49.60986
2025-11-29 07:30:00,90881.2,90891.39,90796.09,90855.67,80.90044
2025-11-29 07:45:00,90855.67,90926.9,90845.26,90845.27,66.84923
2025-11-29 08:00:00,90845.26,90845.26,90546.36,90672.05,143.79428
2025-11-29 08:15:00,90672.06,90805.28,90600.15,90798.89,68.76025
2025-11-29 08:30:00,90798.9,90874.03,90780.87,90822.79,64.78485
2025-11-29 08:45:00,90822.79,90859.62,90720.0,90720.01,71.84975
2025-11-29 09:00:00,90720.0,90772.43,90674.63,90686.55,38.39731
2025-11-29 09:15:00,90686.56,90701.74,90661.12,90680.26,28.73674
2025-11-29 09:30:00,90680.26,90700.83,90618.05,90621.72,38.58985
2025-11-29 09:45:00,90621.72,90700.02,90551.12,90697.82,51.99792
2025-11-29 10:00:00,90697.82,90810.18,90673.71,90780.29,48.83841
2025-11-29 10:15:00,90780.29,90911.36,90780.28,90901.56,55.40288
2025-11-29 10:30:00,90901.55,90904.5,90777.3,90789.15,59.27491
2025-11-29 10:45:00,90789.16,90931.56,90775.34,90895.69,67.02731
2025-11-29 11:00:00,90895.7,90926.0,90841.87,90858.22,42.89814
2025-11-29 11:15:00,90858.22,90871.0,90733.22,90747.16,31.82752
2025-11-29 11:30:00,90747.16,90832.57,90722.49,90824.84,34.38264
2025-11-29 11:45:00,90824.84,90824.84,90370.5,90549.78,265.2871
2025-11-29 12:00:00,90549.78,90586.62,90311.92,90544.26,153.14986
2025-11-29 12:15:00,90544.25,90595.95,90486.68,90565.29,99.1766
2025-11-29 12:30:00,90565.3,90666.0,90488.85,90555.19,46.15803
2025-11-29 12:45:00,90555.19,90624.86,90459.36,90489.48,47.88536
2025-11-29 13:00:00,90489.48,90522.0,90375.01,90435.68,75.82779
2025-11-29 13:15:00,90435.68,90590.13,90422.0,90567.67,111.82521
2025-11-29 13:30:00,90567.66,90666.22,90477.44,90631.96,55.3979
2025-11-29 13:45:00,90631.96,90738.17,90619.13,90622.93,78.98825
2025-11-29 14:00:00,90622.92,90713.44,90565.52,90628.79,48.44806
2025-11-29 14:15:00,90628.79,90637.8,90561.98,90629.67,26.59538
2025-11-29 14:30:00,90629.67,90665.37,90507.13,90593.47,135.06194
2025-11-29 14:45:00,90593.46,90630.98,90527.35,90528.31,37.51542
2025-11-29 15:00:00,90528.32,90589.24,90500.0,90582.83,34.74304
2025-11-29 15:15:00,90582.84,90616.0,90557.21,90560.08,48.01157
2025-11-29 15:30:00,90560.08,90627.35,90501.64,90567.13,53.08586
2025-11-29 15:45:00,90567.14,90611.99,90376.37,90572.58,118.69867
2025-11-29 16:00:00,90572.59,90633.35,90572.58,90603.33,53.49594
2025-11-29 16:15:00,90603.34,90647.98,90524.65,90552.47,62.60145
2025-11-29 16:30:00,90552.47,90615.62,90458.17,90600.16,59.83573
2025-11-29 16:45:00,90600.15,90610.81,90507.75,90543.1,35.56632
2025-11-29 17:00:00,90543.1,90623.88,90495.1,90600.01,68.22052
2025-11-29 17:15:00,90600.01,90682.33,90588.47,90673.19,41.182
2025-11-29 17:30:00,90673.2,90810.45,90650.12,90650.45,92.11616
2025-11-29 17:45:00,90650.45,90671.03,90555.28,90557.25,57.78031
2025-11-29 18:00:00,90557.25,90624.89,90530.93,90624.89,60.75431
2025-11-29 18:15:00,90624.89,90717.23,90614.69,90616.01,42.85071
2025-11-29 18:30:00,90616.01,90696.0,90600.0,90616.28,57.626
2025-11-29 18:45:00,90616.29,90786.0,90591.35,90765.73,86.06962
2025-11-29 19:00:00,90765.72,90801.61,90688.0,90745.0,55.60698
2025-11-29 19:15:00,90745.0,90805.99,90744.99,90783.17,44.117
2025-11-29 19:30:00,90783.16,90783.17,90672.87,90734.0,51.08969
2025-11-29 19:45:00,90734.0,90740.0,90651.25,90668.48,66.39874
2025-11-29 20:00:00,90668.48,90713.99,90631.53,90667.83,60.21761
2025-11-29 20:15:00,90667.83,90699.38,90610.41,90621.72,53.84669
2025-11-29 20:30:00,90621.73,90759.7,90621.72,90758.57,73.18006
2025-11-29 20:45:00,90758.58,91110.36,90758.58,90882.16,202.46427
2025-11-29 21:00:00,90882.16,90940.6,90844.14,90871.04,62.41007
2025-11-29 21:15:00,90871.05,91063.5,90871.04,91063.5,81.49876
2025-11-29 21:30:00,91063.5,91082.0,90951.03,91000.6,81.14434
2025-11-29 21:45:00,91000.6,91165.65,90870.99,90906.45,91.02921
2025-11-29 22:00:00,90906.46,90973.1,90906.46,90934.58,40.10123
2025-11-29 22:15:00,90934.59,91019.0,90862.22,91004.03,44.02189
2025-11-29 22:30:00,91004.03,91019.0,90697.76,90699.82,258.4561
2025-11-29 22:45:00,90699.83,90765.59,90590.0,90699.84,175.27776
